FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2021 ORDINANCE (AMOUNT $)
LOCAL,200,WATER FUND,38,AIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,248559
LOCAL,200,WATER FUND,38,AIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,1839813
LOCAL,200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,138,IT MAINTENANCE,1313400
LOCAL,200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,139,IT DEVELOPMENT,838000
LOCAL,200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,140,PROFESSIONAL AND TECHNICAL SERVICES,4716554
LOCAL,200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,149,SOFTWARE MAINTENANCE AND LICENSING,192674
LOCAL,200,WATER FUND,38,AIS,2145,INFORMATION TECHNOLOGY,197,TELEPHONE - MAINTENANCE,21593
LOCAL,200,WATER FUND,67,DOB,2005,BUILDINGS,5,SALARIES AND WAGES - ON PAYROLL,2455617
LOCAL,200,WATER FUND,67,DOB,2005,BUILDINGS,12,CONTRACT WAGE - PREVAILING RATE,18613
LOCAL,200,WATER FUND,67,DOB,2005,BUILDINGS,20,OVERTIME,40000
LOCAL,200,WATER FUND,67,DOB,2005,BUILDINGS,181,MOBILE COMMUNICATION SERVICES,27000
LOCAL,200,WATER FUND,67,DOB,2005,BUILDINGS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,18000
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,4949242
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,12,CONTRACT WAGE - PREVAILING RATE,18232
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,15,SCHEDULE SALARY ADJUSTMENTS,8054
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,20,OVERTIME,82000
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,130,POSTAGE,240000
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,140,PROFESSIONAL AND TECHNICAL SERVICES,4351678
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,150,OUTSIDE GRAPHIC SERVICES,71900
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,161,MAINT FACILITIES,52000
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,162,REPAIR/MAINT EQUIPMENT,466675
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,166,DUES  SUBSC & MEM,561000
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,17500
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,181,MOBILE COMMUNICATION SERVICES,18700
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,189,TELEPHONE - NON-CENTREX BILLINGS,17200
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,190,TELEPHONE - CENTREX BILLINGS,195000
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,196,DATA CIRCUITS,542600
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,197,TELEPHONE - MAINTENANCE,40580
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,314100
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,348,BOOKS AND RELATED MATERIAL,500
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPLIES,14500
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,424,FURNITURE AND FURNISHINGS,7500
LOCAL,200,WATER FUND,88,DWM,2005,COMMISSIONER'S OFFICE,440,MACHINERY AND EQUIPMENT,99828
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,5,SALARIES AND WAGES - ON PAYROLL,3456616
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,15,SCHEDULE SALARY ADJUSTMENTS,7208
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,20,OVERTIME,400000
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,140,PROFESSIONAL AND TECHNICAL SERVICES,57950
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,149,SOFTWARE MAINTENANCE AND LICENSING,80000
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,154,RENTAL-DATA HARDWARE EQ,90000
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,159,LEASE/PURCHASE EQUIPMENT,291200
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,168,EDUCATION DEVELOPMENT,10500
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,169,TECHNICAL MEETING COSTS,5000
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,191,TELEPHONE - RELOCATIONS,5000
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,312,SOFTWARE PURCHASES,6426
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,350,STATIONERY AND OFFICE SUPPLIES,31600
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,446,PURCHASE - DATA HARDWARE,96716
LOCAL,200,WATER FUND,88,DWM,2010,ADMINISTRATIVE SUPPORT,9438,REIMBURSEMENT - AIS,82500
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,5,SALARIES AND WAGES - ON PAYROLL,5015402
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,12,CONTRACT WAGE - PREVAILING RATE,20533
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,20,OVERTIME,23000
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,2400000
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,162,REPAIR/MAINT EQUIPMENT,2400
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,169,TECHNICAL MEETING COSTS,10000
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,229,TRANSPORTATION AND EXPENSE ALLOWANCE,30000
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,340,MATERIAL AND SUPPLIES,30000
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,345,APPARATUS AND INSTRUMENTS,4000
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,348,BOOKS AND RELATED MATERIAL,1250
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,350,STATIONERY AND OFFICE SUPPLIES,19000
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,424,FURNITURE AND FURNISHINGS,3500
LOCAL,200,WATER FUND,88,DWM,2015,ENGINEERING SERVICES,521,MAINTENANCE AND CONSTRUCTION,1000000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,5,SALARIES AND WAGES - ON PAYROLL,55363228
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,12,CONTRACT WAGE - PREVAILING RATE,502564
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,15,SCHEDULE SALARY ADJUSTMENTS,18154
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,20,OVERTIME,4018672
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,125,OFFICE AND BUILDING SERVICES,342000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,140,PROFESSIONAL AND TECHNICAL SERVICES,75000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,148,TESTING AND INSPECTING,1823000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,157,RENTAL EQUIPMENT AND SERVICES,191000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,159,LEASE/PURCHASE EQUIPMENT,170500
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,160,REPAIR/MAINT PROPERTY,1406800
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,162,REPAIR/MAINT EQUIPMENT,5792500
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,169,TECHNICAL MEETING COSTS,238800
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,314,FUEL OIL,690000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,340,MATERIAL AND SUPPLIES,4133262
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,11609203
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,345,APPARATUS AND INSTRUMENTS,348000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,348,BOOKS AND RELATED MATERIAL,6000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,350,STATIONERY AND OFFICE SUPPLIES,75000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,360,REPAIR PARTS AND MATERIAL,1485687
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,401,TOOL <= $100 UNIT,18200
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,402,TOOLS > $100 UNIT,15500
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,410,EQUIPMENT FOR BUILDINGS,175000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,424,FURNITURE AND FURNISHINGS,2000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,440,MACHINERY AND EQUIPMENT,857800
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,336000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,446,PURCHASE - DATA HARDWARE,143880
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,450,VEHICLES,240000
LOCAL,200,WATER FUND,88,DWM,2020,WATER SUPPLY,9484,REIMBURSEMENT - CDOT,100000
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,5,SALARIES AND WAGES - ON PAYROLL,63371430
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,12,CONTRACT WAGE - PREVAILING RATE,545245
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,15,SCHEDULE SALARY ADJUSTMENTS,7246
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,20,OVERTIME,3462356
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,140,PROFESSIONAL AND TECHNICAL SERVICES,3341543
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,157,RENTAL EQUIPMENT AND SERVICES,2879760
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,160,REPAIR/MAINT PROPERTY,323800
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,162,REPAIR/MAINT EQUIPMENT,100000
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,169,TECHNICAL MEETING COSTS,1500
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,181,MOBILE COMMUNICATION SERVICES,210000
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,185,WASTE DISPOSAL SERVICES,2942710
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,188,VEHICLE TRACKING SERVICE,211321
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,316,GAS - BOTTLED AND PROPANE,161400
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,340,MATERIAL AND SUPPLIES,812600
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,350,STATIONERY AND OFFICE SUPPLIES,56930
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,360,REPAIR PARTS AND MATERIAL,5861553
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,401,TOOL <= $100 UNIT,3000
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,423,COMMUNICATION DEVICES,1000
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,424,FURNITURE AND FURNISHINGS,3000
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,440,MACHINERY AND EQUIPMENT,549391
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,446,PURCHASE - DATA HARDWARE,100000
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,521,MAINTENANCE AND CONSTRUCTION,2946315
LOCAL,200,WATER FUND,88,DWM,2025,OPERATIONS AND DISTRIBUTION,9481,REIMBURSEMENT - DSS,367919
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,5,SALARIES AND WAGES - ON PAYROLL,9497690
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,12,CONTRACT WAGE - PREVAILING RATE,55911
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,13596
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,20,OVERTIME,118000
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,5000
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,189,TELEPHONE - NON-CENTREX BILLINGS,9000
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,229,TRANSPORTATION AND EXPENSE ALLOWANCE,18500
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,340,MATERIAL AND SUPPLIES,30500
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,350,STATIONERY AND OFFICE SUPPLIES,12500
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,360,REPAIR PARTS AND MATERIAL,104500
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,401,TOOL <= $100 UNIT,6000
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,424,FURNITURE AND FURNISHINGS,5000
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,446,PURCHASE - DATA HARDWARE,23000
LOCAL,200,WATER FUND,88,DWM,2035,METER SERVICES,450,VEHICLES,61000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,5516771
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,12735269
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANCE,156213
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKERS' COMPENSATION,12960000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLOYMENT INSURANCE CLAIM,483710
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,MEDICAL CARE CLAIMS,299387
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,DENTAL PLAN PREMIUMS,756289
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,70,TUITION REIMBURSEMENT,40000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,94,LAYOFFS / FURLOUGH DAYS SAVINGS,-144680
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,128,INVESTIGATION COSTS - COMPTROLLER,602550
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,138,IT MAINTENANCE,4579057
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,139,IT DEVELOPMENT,3591958
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,5688521
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,442500
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,149,SOFTWARE MAINTENANCE AND LICENSING,33000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,172,INSURANCE PREMIUMS,1120000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON BONDS,100240906
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,905,MSD USER CHARGES,13000000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,78375000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,931,TORT/NON-TORT JUDGMENT,6805986
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,934,CLAIMS AGAINST THE CITY,15000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,943,INTEREST ON LOANS,19228787
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,944,PAYMENT ON LOANS,35952414
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,958,WATER PIPE EXTENSION CERTIFICATES,100000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,959,BOND FEES AND COSTS,54600
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,37191
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9067,PHYSICAL EXAMS,28584
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,1574224
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9085,CITY DEFERRED COMPENSATION,115817
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9097,FOR CAPITAL CONSTRUCTION,69449571
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9611,REIMB - INDIRECT COSTS TO CORPORATE,67883768
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9645,REIMB - INDIRECT PENSION TO CORPORATE,20824630
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9765,TRANSFER FOR CONTRACTUAL SERVICES,625000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9773,TRANSFER FOR SERVICES - CPD,1470301
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9774,TRANSFER FOR SERVICES - OEMC,325000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9980,MUNICIPAL FUND PENSION ALLOCATION,36954000
LOCAL,200,WATER FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9981,LABORERS' FUND PENSION ALLOCATION,13335000
LOCAL,300,VEHICLE FUND,15,COUNCIL,2230,TRANSPORTATION AND PUBLIC WAY,0,PERSONNEL SERVICES,280000
LOCAL,300,VEHICLE FUND,15,COUNCIL,2230,TRANSPORTATION AND PUBLIC WAY,100,CONTRACTUAL SERVICES,15000
LOCAL,300,VEHICLE FUND,15,COUNCIL,2230,TRANSPORTATION AND PUBLIC WAY,300,COMMODITIES AND MATERIALS,15000
LOCAL,300,VEHICLE FUND,15,COUNCIL,2265,PEDESTRIAN AND TRAFFIC SAFETY,0,PERSONNEL SERVICES,280000
LOCAL,300,VEHICLE FUND,15,COUNCIL,2265,PEDESTRIAN AND TRAFFIC SAFETY,300,COMMODITIES AND MATERIALS,5000
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,5,SALARIES AND WAGES - ON PAYROLL,3964539
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,15,SCHEDULE SALARY ADJUSTMENTS,14344
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,20,OVERTIME,50000
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,39,STUDENT AS TRAINEES,55000
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,130,POSTAGE,889893
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,139,IT DEVELOPMENT,142000
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,140,PROFESSIONAL AND TECHNICAL SERVICES,207353
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,149,SOFTWARE MAINTENANCE AND LICENSING,680000
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,154,RENTAL-DATA HARDWARE EQ,12125
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,157,RENTAL EQUIPMENT AND SERVICES,78024
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,159,LEASE/PURCHASE EQUIPMENT,54894
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,162,REPAIR/MAINT EQUIPMENT,1750
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,181,MOBILE COMMUNICATION SERVICES,15020
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,197,TELEPHONE - MAINTENANCE,2960
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,229,TRANSPORTATION AND EXPENSE ALLOWANCE,18000
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,338,LICENSE STICKER TAG AND PLATES,411765
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,340,MATERIAL AND SUPPLIES,8594
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,350,STATIONERY AND OFFICE SUPPLIES,112500
LOCAL,300,VEHICLE FUND,25,CLERK,2005,OFFICE OF CITY CLERK,9438,REIMBURSEMENT - AIS,3000
LOCAL,300,VEHICLE FUND,27,DOF,2015,FINANCIAL STRATEGY AND OPS,5,SALARIES AND WAGES - ON PAYROLL,420355
LOCAL,300,VEHICLE FUND,27,DOF,2020,REVENUE SERVICES AND OPERATION,5,SALARIES AND WAGES - ON PAYROLL,421168
LOCAL,300,VEHICLE FUND,27,DOF,2020,REVENUE SERVICES AND OPERATION,149,SOFTWARE MAINTENANCE AND LICENSING,82800
LOCAL,300,VEHICLE FUND,27,DOF,2020,REVENUE SERVICES AND OPERATION,350,STATIONERY AND OFFICE SUPPLIES,250
LOCAL,300,VEHICLE FUND,27,DOF,2020,REVENUE SERVICES AND OPERATION,421,MACHINERY AND EQUIPMENT,1177575
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,5,SALARIES AND WAGES - ON PAYROLL,1567842
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,20,OVERTIME,360
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,130,POSTAGE,4801
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,138,IT MAINTENANCE,11212
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,140,PROFESSIONAL AND TECHNICAL SERVICES,34140
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,141,APPRAISALS,158
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,143,COURT REPORTING,35963
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,145,LEGAL EXPENSES,3390
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,149,SOFTWARE MAINTENANCE AND LICENSING,12880
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,150,OUTSIDE GRAPHIC SERVICES,100
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,157,RENTAL EQUIPMENT AND SERVICES,438
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,159,LEASE/PURCHASE EQUIPMENT,6720
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,162,REPAIR/MAINT EQUIPMENT,100
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,166,DUES  SUBSC & MEM,3973
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,169,TECHNICAL MEETING COSTS,1439
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,178,FREIGHT AND EXPRESS CHARGES,310
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,190,TELEPHONE - CENTREX BILLINGS,4752
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,229,TRANSPORTATION AND EXPENSE ALLOWANCE,175
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,270,LOCAL TRANSPORTATION,816
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,348,BOOKS AND RELATED MATERIAL,665
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,350,STATIONERY AND OFFICE SUPPLIES,2797
LOCAL,300,VEHICLE FUND,31,LAW,2005,LAW,9438,REIMBURSEMENT - AIS,1006
LOCAL,300,VEHICLE FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,902608
LOCAL,300,VEHICLE FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,891572
LOCAL,300,VEHICLE FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,40766
LOCAL,300,VEHICLE FUND,38,AIS,2126,BUREAU OF FACILITY MANAGEMENT,340,MATERIAL AND SUPPLIES,300000
LOCAL,300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,4937193
LOCAL,300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,2621360
LOCAL,300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,5437998
LOCAL,300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,1036039
LOCAL,300,VEHICLE FUND,38,AIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,1018104
